candidate_id,job_title,job_description,required_education,required_skills,required_experience,candidate_education,candidate_skills,candidate_experience,hired
2574,Graphic Design Intern,Graphic design internship for students skilled in Adobe Illustrator and Photoshop. No experience required.,Bachelor’s,"['Financial Modeling', 'Excel', 'ML', 'Writing', 'Security Protocols']",2.0,Diploma,"['Problem-Solving', 'Networking', 'Writing']",4.0,0
2575,Graphic Design Intern,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",Master’s,"['Networking', 'React']",1.0,Master’s,"['Financial Modeling', 'Problem-Solving']",0.5,0
2576,Marketing Intern,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",High School,"['Problem-Solving', 'ML', 'Networking']",3.0,Master’s,"['Problem-Solving', 'Java', 'Networking', 'Photoshop']",0.0,0
2577,Graphic Design Intern,Graphic design internship for students skilled in Adobe Illustrator and Photoshop. No experience required.,Bachelor’s,"['Writing', 'React']",3.0,Diploma,"['SQL', 'Networking', 'Adobe Illustrator', 'Excel']",4.0,0
2578,Graphic Design Intern,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,High School,"['ML', 'Excel', 'Databases']",2.0,Diploma,"['Security Protocols', 'Java', 'Networking']",2.0,0
2579,Marketing Intern,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",Bachelor’s,"['ML', 'Java', 'Security Protocols']",3.0,Diploma,"['Networking', 'Python']",4.0,0
2580,Software Engineering Intern,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,Associate’s,"['Python', 'Financial Modeling']",1.0,Bachelor’s,"['Node.js', 'SQL', 'Adobe Illustrator', 'Databases', 'Security Protocols']",1.0,0
2581,Marketing Intern,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",High School,"['Writing', 'Networking', 'Databases', 'Java', 'React']",0.5,High School,"['SQL', 'Networking', 'Databases', 'Security Protocols', 'React']",4.0,1
2582,Backend Developer Intern,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",Bachelor’s,"['Security Protocols', 'Adobe Illustrator', 'Writing']",0.0,High School,"['Adobe Illustrator', 'Java', 'ML', 'SQL', 'Writing']",0.0,0
2583,Backend Developer Intern,Graphic design internship for students skilled in Adobe Illustrator and Photoshop. No experience required.,High School,"['Node.js', 'Digital Marketing', 'Problem-Solving', 'Python']",1.0,Associate’s,"['ML', 'SQL', 'Python', 'Digital Marketing', 'React']",2.0,0
2584,Finance Attachment,Graphic design internship for students skilled in Adobe Illustrator and Photoshop. No experience required.,Diploma,"['Security Protocols', 'Node.js', 'Writing', 'Adobe Illustrator']",0.5,Diploma,"['Databases', 'Problem-Solving', 'Digital Marketing', 'Networking']",1.0,0
2585,Finance Attachment,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,Bachelor’s,"['Networking', 'Digital Marketing', 'ML', 'Problem-Solving', 'Python']",1.0,High School,"['Python', 'SQL', 'Java']",0.0,0
2586,Marketing Intern,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,Diploma,"['Node.js', 'Writing', 'Databases', 'Networking', 'SQL']",0.0,Bachelor’s,"['Adobe Illustrator', 'SQL', 'Photoshop', 'Security Protocols', 'React']",1.0,0
2587,Finance Attachment,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,Associate’s,"['ML', 'Security Protocols', 'SQL']",3.0,Diploma,"['Digital Marketing', 'Databases', 'Java']",3.0,0
2588,Backend Developer Intern,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",High School,"['Node.js', 'Writing', 'SQL']",2.0,High School,"['Java', 'Problem-Solving', 'Excel', 'Financial Modeling', 'Databases']",5.0,0
2589,Graphic Design Intern,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",Master’s,"['Adobe Illustrator', 'React']",3.0,Bachelor’s,"['Networking', 'Adobe Illustrator', 'Java']",3.0,0
2590,Cybersecurity Attachment,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,Bachelor’s,"['Problem-Solving', 'Financial Modeling', 'ML', 'Networking', 'Digital Marketing']",0.0,Associate’s,"['ML', 'Excel', 'Java']",3.0,0
2591,Finance Attachment,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,Master’s,"['Java', 'Excel', 'Databases', 'Node.js', 'Problem-Solving']",0.5,Associate’s,"['Problem-Solving', 'Writing']",3.0,0
2592,Backend Developer Intern,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,Associate’s,"['Node.js', 'Python', 'Adobe Illustrator']",1.0,High School,"['Java', 'Adobe Illustrator']",1.0,0
2593,Data Science Intern,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,Bachelor’s,"['SQL', 'Networking']",0.0,Bachelor’s,"['Node.js', 'SQL', 'Security Protocols']",2.0,1
2594,Graphic Design Intern,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,Master’s,"['Java', 'Excel']",1.0,Diploma,"['Java', 'ML', 'Problem-Solving', 'React']",1.0,0
2595,Software Engineering Intern,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",High School,"['SQL', 'Security Protocols', 'Python', 'React', 'Photoshop']",3.0,Bachelor’s,"['Python', 'Node.js', 'Writing', 'ML']",0.0,0
2596,Graphic Design Intern,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Associate’s,"['Networking', 'Problem-Solving', 'SQL']",0.5,Diploma,"['Digital Marketing', 'SQL', 'Security Protocols', 'Financial Modeling']",4.0,0
2597,Marketing Intern,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Bachelor’s,"['Adobe Illustrator', 'Python', 'Networking']",1.0,Associate’s,"['Digital Marketing', 'Financial Modeling']",0.5,0
2598,Cybersecurity Attachment,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",Bachelor’s,"['Security Protocols', 'Java', 'SQL', 'Financial Modeling']",0.0,Master’s,"['Digital Marketing', 'Excel']",2.0,0
2599,Backend Developer Intern,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,Associate’s,"['React', 'ML', 'Databases']",1.0,Diploma,"['Java', 'Problem-Solving', 'Databases', 'ML', 'Writing']",0.5,0
2600,Backend Developer Intern,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Master’s,"['Python', 'ML', 'Databases']",3.0,Bachelor’s,"['Problem-Solving', 'React', 'Databases', 'Writing']",0.0,0
2601,Software Engineering Intern,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Master’s,"['Financial Modeling', 'Networking', 'Python', 'React']",2.0,Associate’s,"['ML', 'React', 'Digital Marketing', 'Photoshop', 'Java']",5.0,0
2602,Cybersecurity Attachment,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,Diploma,"['Python', 'Networking']",0.5,Master’s,"['Security Protocols', 'Problem-Solving', 'React']",4.0,0
2603,Backend Developer Intern,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,Associate’s,"['Databases', 'Financial Modeling', 'Adobe Illustrator', 'Node.js', 'React']",2.0,Associate’s,"['ML', 'Digital Marketing', 'Problem-Solving']",1.0,0
2604,Software Engineering Intern,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,Bachelor’s,"['ML', 'Writing', 'Excel', 'Adobe Illustrator', 'Python']",1.0,Bachelor’s,"['Writing', 'Databases', 'Networking', 'React', 'Security Protocols']",5.0,1
2605,Graphic Design Intern,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,Bachelor’s,"['Excel', 'Node.js', 'Python', 'Adobe Illustrator']",0.0,Bachelor’s,"['Problem-Solving', 'Node.js', 'ML']",3.0,1
2606,Software Engineering Intern,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,Bachelor’s,"['Python', 'Digital Marketing', 'Financial Modeling']",1.0,High School,"['Node.js', 'Writing', 'Digital Marketing', 'Java']",3.0,0
2607,Data Science Intern,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,Bachelor’s,"['Writing', 'Adobe Illustrator', 'SQL', 'React']",3.0,Master’s,"['ML', 'Problem-Solving']",3.0,0
2608,Finance Attachment,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,Associate’s,"['ML', 'Networking']",3.0,Bachelor’s,"['Java', 'Adobe Illustrator', 'Databases']",3.0,0
2609,Marketing Intern,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,Bachelor’s,"['Networking', 'ML', 'Problem-Solving', 'Excel']",2.0,High School,"['Adobe Illustrator', 'Networking']",1.0,0
2610,Backend Developer Intern,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,Associate’s,"['Adobe Illustrator', 'Photoshop', 'Java']",2.0,Associate’s,"['Python', 'SQL', 'ML', 'Excel', 'Security Protocols']",0.0,0
2611,Finance Attachment,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,Diploma,"['Node.js', 'Writing']",0.5,High School,"['Adobe Illustrator', 'Digital Marketing', 'Java', 'Writing']",4.0,0
2612,Graphic Design Intern,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,High School,"['Writing', 'Node.js', 'Digital Marketing']",2.0,High School,"['Financial Modeling', 'Java']",0.5,0
2613,Cybersecurity Attachment,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Master’s,"['Python', 'Security Protocols', 'SQL', 'Adobe Illustrator', 'Node.js']",0.0,Associate’s,"['Networking', 'Security Protocols', 'Databases', 'Problem-Solving']",4.0,0
2614,Finance Attachment,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,Diploma,"['Problem-Solving', 'Node.js', 'Financial Modeling', 'Networking', 'ML']",1.0,High School,"['React', 'SQL']",2.0,0
2615,Software Engineering Intern,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",Bachelor’s,"['SQL', 'Digital Marketing', 'Node.js', 'React', 'Writing']",2.0,Master’s,"['ML', 'Writing']",0.0,0
2616,Graphic Design Intern,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,Bachelor’s,"['Networking', 'Financial Modeling', 'Node.js']",1.0,Master’s,"['Excel', 'Adobe Illustrator', 'React']",4.0,0
2617,Backend Developer Intern,Graphic design internship for students skilled in Adobe Illustrator and Photoshop. No experience required.,High School,"['SQL', 'Photoshop', 'ML', 'Networking', 'Adobe Illustrator']",2.0,Master’s,"['React', 'Digital Marketing', 'ML', 'Networking', 'Java']",3.0,0
2618,Cybersecurity Attachment,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",Master’s,"['Networking', 'Java', 'Problem-Solving', 'Python']",3.0,Associate’s,"['Python', 'Security Protocols', 'Java', 'Excel']",0.5,0
2619,Finance Attachment,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",High School,"['Java', 'Financial Modeling', 'Photoshop', 'Adobe Illustrator', 'React']",0.0,Master’s,"['Security Protocols', 'Financial Modeling', 'Problem-Solving']",0.0,0
2620,Data Science Intern,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,Associate’s,"['Financial Modeling', 'Photoshop', 'Problem-Solving', 'ML', 'SQL']",1.0,Bachelor’s,"['Photoshop', 'Writing', 'SQL', 'ML']",4.0,0
2621,Backend Developer Intern,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,High School,"['Writing', 'React', 'Java', 'ML']",0.5,Diploma,"['Python', 'Excel', 'Problem-Solving', 'Digital Marketing', 'Adobe Illustrator']",4.0,0
2622,Cybersecurity Attachment,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,Master’s,"['Databases', 'ML', 'Python']",1.0,Diploma,"['Writing', 'Financial Modeling', 'Node.js', 'Adobe Illustrator', 'Problem-Solving']",0.5,0
2623,Backend Developer Intern,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,High School,"['Excel', 'SQL', 'Java']",3.0,Associate’s,"['Problem-Solving', 'Photoshop', 'Writing', 'Databases', 'SQL']",5.0,0
